luck_wdi_adultfemale_bodywall_a	luck_wdi_adultfemale_bodywall_b	luck_wdi_adultfemale_head_a	luck_wdi_adultfemale_head_b	luck_wdi_adultfemale_intestine_a	luck_wdi_adultfemale_intestine_b	luck_wdi_adultfemale_uterus_a	luck_wdi_adultfemale_uterus_b	luck_wdi_adultmale_bodywall_a	luck_wdi_adultmale_bodywall_b	luck_wdi_adultmale_intestine_a	luck_wdi_adultmale_testis_a
fig|82301.12.peg.355	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.356	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.357	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.358	0	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.359	1.5	0.5	0	0.5	0	0	0	0.5	2	0.5	0	0
fig|82301.12.peg.36	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.360	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.361	0	0	0	0	0	0	0	0	0.25	0	0	0
fig|82301.12.peg.362	0	0	0	0	0	0	0	0	0.08	0	0	0
fig|82301.12.peg.363	0	0	0	0	0	0	0	0	0.08	0	0	0
fig|82301.12.peg.364	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.365	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.366	1	0.5	1.5	0	0	0	0	0	0.5	2.5	0	0
fig|82301.12.peg.367	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.368	1.5	0	0	0.5	0	0	0	0	1	1	0	0
fig|82301.12.peg.369	0	0.5	0.5	0	0	0	0	0	0.5	0.01	0	0
fig|82301.12.peg.37	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.370	0	0	0	0	0	0	0	0	0	0.46	0	0
fig|82301.12.peg.371	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.372	0.5	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.373	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.374	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.375	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.376	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.377	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.378	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.379	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.38	0	0	0	0.5	0	0	0	0	2	2	0	0
fig|82301.12.peg.380	0	0	0	0	0	0	0	0	0.47	0	0	0
fig|82301.12.peg.381	0	0.28	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.382	0	0.2	0	0.5	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.383	0	0	0.5	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.384	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.385	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.386	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.387	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.388	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.389	0.5	0.5	2	0	0	0	0	0	1.5	0.5	0	0
fig|82301.12.peg.39	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.390	0.4	0	0.4	0	0	0	0	0	0.26	0	0	0
fig|82301.12.peg.391	0	1	0	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.392	0	0	0	0.07	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.393	0.5	0	0	0.15	0	0	0	0	0	0.51	0	0
fig|82301.12.peg.394	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.395	0	0	0	0.5	0	0	0	0	0.5	1.5	0	0
fig|82301.12.peg.396	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.397	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.398	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.399	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.4	0	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.40	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.400	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.401	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.402	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.403	0.5	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.404	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.405	2	2	0.5	0	0	0	0.5	0	5.5	1.5	0	0
fig|82301.12.peg.406	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.407	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.408	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.409	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.41	0	1	0.5	0	0	0	0	0.5	1.5	3	0	0
fig|82301.12.peg.410	0	1	0	0	0	0	0	0.5	0.5	1	0	0
fig|82301.12.peg.411	0.5	1	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.412	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.413	0.5	0	0.5	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.414	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.415	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.416	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.417	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.418	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.419	1.5	0	0.5	1	0	0	0	0	2.5	1.5	0	0
fig|82301.12.peg.42	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.420	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.421	0	0	0	0	0	0	0	0	1.5	0	0	0
fig|82301.12.peg.422	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.423	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.424	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.425	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.426	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.427	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.428	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.429	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.43	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.430	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.431	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.432	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.433	0	0.5	0	0.5	0	0	0	0	2	0	0	0
fig|82301.12.peg.434	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.435	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.436	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.437	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.438	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.439	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.44	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.440	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.441	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.442	0	0.5	0.5	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.443	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.444	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.445	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.446	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.447	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.448	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.449	1	0	0	0	0	0	0	0.5	0.5	2	0	0
fig|82301.12.peg.45	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.450	0.5	0.5	0	0	0	0	0	0	0.5	1.5	0	0
fig|82301.12.peg.451	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.452	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.453	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.454	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.455	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.456	0	0	0	0	0	0	0	0	0.38	0	0	0
fig|82301.12.peg.457	2.5	0.5	1	1	0	0	0	0.5	4	4.5	0	0
fig|82301.12.peg.458	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.459	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.46	0	0	0	0	0	0	0	0	2	2	0	0
fig|82301.12.peg.460	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.461	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.462	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.463	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.464	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.465	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.466	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.467	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.468	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.469	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.47	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.470	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.471	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.472	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.473	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.474	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.475	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.476	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.477	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.478	0.5	0	0	0	0	0	0	0	1	1	0	0
fig|82301.12.peg.479	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.48	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.480	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.481	0.5	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.482	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.483	1	0	0	0	0	0	0	0	1.5	0	0	0
fig|82301.12.peg.484	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.485	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.486	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.487	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.488	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.489	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.49	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.490	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.491	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.492	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.493	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.494	0.5	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.495	0	0	0	0	0	0	0	0	0.36	0.5	0	0
fig|82301.12.peg.496	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.497	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.498	0	0	0	0	0	0	0	0	3	0	0	0
fig|82301.12.peg.499	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.5	3.24	7.01	3.15	1.9	0	0	0	0.48	12.79	10.86	0	0
fig|82301.12.peg.50	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.500	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.501	0	0	0	0	0	0	0	0	1	1.5	0	0
fig|82301.12.peg.502	0	0.5	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.503	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.504	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.505	0.5	0	0	0.5	0	0	0	0.5	2	1	0	0
fig|82301.12.peg.506	0	0.5	0.5	0	0	0	0	0	2.91	1	0	0
fig|82301.12.peg.507	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.508	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.509	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.51	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.510	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.511	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.512	0.5	0	1	0.5	0	0	0	0	3	1	0	0
fig|82301.12.peg.513	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.514	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.515	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.516	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.517	0	0	1	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.518	0	0.5	1	0.5	0	0	0	0	1	0	0	0
fig|82301.12.peg.519	0	0	0.5	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.52	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.520	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.521	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.522	0	0	0	0	0	0	0	0	1	1	0	0
fig|82301.12.peg.523	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.524	0.5	0	0.5	0	0	0	0	0	1	1	0	0
fig|82301.12.peg.525	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.526	0.49	0.49	0	0	0	0	0	0	1	1	0	0
fig|82301.12.peg.527	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.528	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.529	0	0	0.5	0.5	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.53	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.530	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.531	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.532	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.533	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.534	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.535	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.536	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.537	0	0	0	0	0	0	0	0	0.43	0	0	0
fig|82301.12.peg.538	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.539	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.54	0	1	0	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.540	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.541	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.542	0	0.48	0	0.5	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.543	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.544	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.545	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.546	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.547	0	0	0	0	0	0	0	0	1	0.5	0	0
fig|82301.12.peg.548	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.549	0	0	0	0	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.55	0	0	0	0.5	0	0	0	0	0	0	0	0
fig|82301.12.peg.550	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.551	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.552	0	0	0.94	0	0	0	0	0	1	1	0	0
fig|82301.12.peg.553	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.554	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.555	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.556	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.557	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.558	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.559	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.56	0.5	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.560	0.5	0.5	1	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.561	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.562	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.563	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.564	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.565	1	3	2	1	0	0	0	0	18	6	0	0
fig|82301.12.peg.566	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.567	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.568	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.569	0.5	0.5	0	0	0	0	0	0	1	0.5	0	0
fig|82301.12.peg.57	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.570	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.571	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.572	0.5	0.5	0.5	0	0	0	0.5	0	0.5	0	0	0
fig|82301.12.peg.573	0	1	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.574	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.575	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.576	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.577	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.578	1	1	0.5	0	0	0	0	0.5	0.5	1	0	0
fig|82301.12.peg.579	0	0	0	0	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.58	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.580	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.581	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.582	0	0	0	0	0	0	0	0	0.16	0	0.17	0
fig|82301.12.peg.583	0	0	0	0	0	0	0	0	0.33	0	0.32	0
fig|82301.12.peg.584	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.585	0.5	0	0	0	0	0	0	0.5	0	0.5	0	0
fig|82301.12.peg.586	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.587	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.588	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.589	0	0	0	0	0	0	0	0.5	0.5	0	0	0
fig|82301.12.peg.59	0	0	0.5	0	0	0	0	0	1.5	1.5	0	0
fig|82301.12.peg.590	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.591	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.592	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.593	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.594	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.595	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.596	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.597	0	0	0	0	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.598	0	0	0	0.5	0	0	0	0	0	0	0	0
fig|82301.12.peg.599	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.6	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.60	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.600	1.81	1.64	0.81	0	0	0	0	1	1.72	1.61	0	0
fig|82301.12.peg.601	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.602	4.5	7.5	5	3	0	0	0	1	8	8.5	0	0
fig|82301.12.peg.603	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.604	0	0	0.31	0	0	0	0	0	0.38	0	0	0
fig|82301.12.peg.605	2	2.5	3.17	0	0	0	0	0.5	5.08	3.5	0	0
fig|82301.12.peg.606	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.607	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.608	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.609	0	0	0.5	0.5	0	0	0	0.5	0	0	0	0
fig|82301.12.peg.61	0	0	0	0.5	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.610	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.611	0.5	2	0.5	0	0	0	0	0.5	0.5	0.5	0	0
fig|82301.12.peg.612	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.613	0	0	0	0	0	0	0	0	0.02	0	0	0
fig|82301.12.peg.614	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.615	0.5	0	0.5	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.616	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.617	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.618	0	0	0	0	0	0	0	0	0	0	0	0
