luck_wdi_adultfemale_bodywall_a	luck_wdi_adultfemale_bodywall_b	luck_wdi_adultfemale_head_a	luck_wdi_adultfemale_head_b	luck_wdi_adultfemale_intestine_a	luck_wdi_adultfemale_intestine_b	luck_wdi_adultfemale_uterus_a	luck_wdi_adultfemale_uterus_b	luck_wdi_adultmale_bodywall_a	luck_wdi_adultmale_bodywall_b	luck_wdi_adultmale_intestine_a	luck_wdi_adultmale_testis_a
fig|82301.12.peg.619	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.62	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.620	0	0	0	0.5	0	0	0	0	1	0	0	0
fig|82301.12.peg.621	0	0	0	0	0	0	0	0	1.22	0	0	0
fig|82301.12.peg.622	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.623	0	0	0	0.5	0	0	0	0	2	0.5	0	0
fig|82301.12.peg.624	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.625	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.626	0	0	0	0	0	0	0	0	1.5	3	0	0
fig|82301.12.peg.627	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.628	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.629	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.63	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.630	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.631	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.632	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.633	0	0	0	0	0	0	0	0	0.71	0	0	0
fig|82301.12.peg.634	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.635	1	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.636	0.5	1	0.5	0.5	0	0	0	0	0	0	0	0
fig|82301.12.peg.637	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.638	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.639	0.5	0.5	0	0	0	0	0	0.5	0.5	3	0	0
fig|82301.12.peg.64	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.640	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.641	2	2	2.5	0.5	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.642	0.5	0	0.5	0.5	0	0	0	0	0.5	1.5	0	0
fig|82301.12.peg.643	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.644	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.645	0	0	0	0	0	0	0	0	18	6.5	0	0
fig|82301.12.peg.646	0	0	0	0	0	0	0	0	1	0.5	0	0
fig|82301.12.peg.647	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.648	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.649	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.65	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.650	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.651	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.652	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.653	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.654	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.655	0	0	0	0	0	0	0	0	1.5	0.5	0	0
fig|82301.12.peg.656	0	0.5	0.5	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.657	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.658	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.659	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.66	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.660	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.661	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.662	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.663	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.664	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.665	3	3.46	2.95	1	0	0	0	0.5	3	3.5	0	0
fig|82301.12.peg.666	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.667	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.668	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.669	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.67	0	0	0.5	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.670	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.671	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.672	0.5	0	0.5	1.5	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.673	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.674	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.675	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.676	0	0	0	0	0	0	0	0	1.5	1	0	0
fig|82301.12.peg.677	4	0	3.5	0	0	0	0	0.5	3	2.5	0	0
fig|82301.12.peg.678	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.679	0.5	0	0	0	0	0	0	0	2	0	0	0
fig|82301.12.peg.68	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.680	4.99	2	2.5	0	0	0	0	0.5	1.5	5	0	0
fig|82301.12.peg.681	0.5	1	0	0	0	0	0	0	2	1	0	0
fig|82301.12.peg.682	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.683	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.684	0.5	0.5	1.5	0	0	0	0	0	0	1.5	0	0
fig|82301.12.peg.685	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.686	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.687	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.688	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.689	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.69	0	0	0	0	0	0	0	0	1.5	0	0	0
fig|82301.12.peg.690	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.691	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.692	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.693	0	0	0	0	0	0	0	0	0	1.5	0	0
fig|82301.12.peg.694	1.5	0	0	0.55	0	0	0	0.5	0.5	0	0	0
fig|82301.12.peg.695	0.5	0	0	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.696	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.697	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.698	3	2	1	1	0	0	0	0.5	2.5	2	0	0
fig|82301.12.peg.699	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.7	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.70	0	0	0	0	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.700	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.701	0	0	1	0	0	0	0	0.5	0	0.5	0	0
fig|82301.12.peg.702	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.703	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.704	0	0.5	0	0.5	0	0	0	0	8.5	2.5	0	0
fig|82301.12.peg.705	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.706	0.5	0	1	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.707	0	0	0	0	0	0	0	0	0.5	2.5	0	0
fig|82301.12.peg.708	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.709	0	0	0	0	0	0	0	0.5	0	0	0	0
fig|82301.12.peg.71	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.710	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.711	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.712	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.713	0	0	0	0	0	0	0	0	0.5	1	0	0
fig|82301.12.peg.714	0	0	0	0	0	0	0	0	2.5	1	0	0
fig|82301.12.peg.715	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.716	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.717	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.718	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.719	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.72	0.99	0	0.5	0.5	0	0	0	0.5	0.49	0.49	0	0
fig|82301.12.peg.720	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.721	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.722	0	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.723	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.724	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.725	0	0	0.5	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.726	0.5	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.727	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.728	1	0	0.5	0	0	0	0	0	1	1.5	0	0
fig|82301.12.peg.729	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.73	0	0	1.44	0	0	0	0.5	0	0.38	0.5	0	0
fig|82301.12.peg.730	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.731	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.732	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.733	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.734	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.735	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.736	0	1	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.737	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.738	1.5	1	0	0.5	0	0	0	0	1	1	0	0
fig|82301.12.peg.739	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.74	0.67	0	0	0.86	0	0	0	0	0	0.28	0	0
fig|82301.12.peg.740	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.741	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.742	0	1	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.743	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.744	0.17	0	0	0.12	0	0	0	0	1.38	0.5	0	0
fig|82301.12.peg.745	1	0.5	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.746	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.747	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.748	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.749	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.75	0.01	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.750	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.751	3.5	2	0	1.5	0	0	0	0.5	5	2.5	0	0
fig|82301.12.peg.752	0.5	0.5	1	0.5	0	0	0	0.5	1.25	1.5	0	0
fig|82301.12.peg.753	0	0	0	0	0	0	0	0	0.21	0	0	0
fig|82301.12.peg.754	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.755	0	0	0	0	0	0	0	0	0.44	0	0	0
fig|82301.12.peg.756	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.757	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.758	0	0.3	0	0	0	0	0	0	0.44	0	0	0
fig|82301.12.peg.759	0	0.01	0	0	0	0	0	0	0.19	0	0	0
fig|82301.12.peg.76	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.760	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.761	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.762	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.763	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.764	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.765	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.766	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.767	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.768	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.769	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.77	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.770	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.771	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.772	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.773	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.774	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.775	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.776	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.777	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.778	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.779	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.78	0	0.5	0	0.5	0	0	0	0	2	1.5	0	0
fig|82301.12.peg.780	0	0.5	0.5	0.5	0	0	0	0.5	0	0	0	0
fig|82301.12.peg.781	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.782	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.783	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.784	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.785	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.786	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.787	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.788	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.789	0	0.5	1	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.79	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.790	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.791	0.5	0	0	0.5	0	0	0	0	1	4.5	0	0
fig|82301.12.peg.792	0	0	0	0	0	0	0	0	0.03	0.05	0	0
fig|82301.12.peg.793	0	0	0	0	0	0	0	0	0.46	0.94	0	0
fig|82301.12.peg.794	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.795	0	0.5	0.5	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.796	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.797	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.798	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.799	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.8	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.80	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.800	1.5	3	0	1	0	0	0	0	2	4	0	0
fig|82301.12.peg.801	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.802	0	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.803	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.804	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.805	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.806	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.807	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.808	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.809	0	0	0.5	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.81	0	0	1	0	0	0	0	0	3	1	0	0
fig|82301.12.peg.810	3	2	2	2.5	0	0	0	0.5	3.5	3	0	0.5
fig|82301.12.peg.811	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.812	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.813	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.814	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.815	0	0	0	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.816	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.817	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.818	0	0	0.5	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.819	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.82	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.820	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.821	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.822	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.823	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.824	0	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.825	1	1	2	0	0	0	0.5	1	2	0	0	0
fig|82301.12.peg.826	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.827	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.828	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.829	0.5	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.83	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.830	0.5	0.5	0.5	1	0	0	0	0.5	1.45	1	0	0
fig|82301.12.peg.831	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.832	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.833	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.834	0.5	0.5	1	0	0	0	0	0	1.5	0.5	0	0
fig|82301.12.peg.835	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.836	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.837	1	0.5	1	0.5	0	0	0	0.5	0	0	0	0
fig|82301.12.peg.838	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.839	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.84	0	0.5	0	0	0	0	0	0	1.5	0	0	0
fig|82301.12.peg.840	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.841	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.842	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.843	1	0	0	0	0	0	0	0.5	2	2	0	0
fig|82301.12.peg.844	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.845	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.846	0	0	0.5	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.847	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.848	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.849	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.85	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.850	2	1	1	1.5	0.5	0	0	0.5	7	2.47	0	0
fig|82301.12.peg.851	1.5	0.5	1.94	0.5	0	0	0	0	3	1.5	0	0
fig|82301.12.peg.852	0	0	0.03	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.853	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.854	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.855	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.856	1.65	1.94	1.36	0	0	0	0	0	0	0.45	0	0
fig|82301.12.peg.857	0.5	0	0	0	0	0	0	0	1	0.5	0	0
fig|82301.12.peg.858	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.859	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.86	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.860	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.861	0	0	0	0	0	0	0	0	1	0	0	0
fig|82301.12.peg.862	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.863	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.864	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.865	0	0	0	0	0	0	0	0	0.5	0	0	0
fig|82301.12.peg.866	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.867	0.5	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.868	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.869	0.5	0.5	0	0.5	0	0	0	0	0.5	3.5	0	0
fig|82301.12.peg.87	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.870	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.871	0	0	0	0	0	0	0	0	0.5	0.5	0	0
fig|82301.12.peg.88	0	0	0	0	0	0	0	0	0	1	0	0
fig|82301.12.peg.89	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.9	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.90	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.91	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.92	0	0	0.5	0	0	0	0	0	0	0.5	0	0
fig|82301.12.peg.93	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.94	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.95	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.96	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.97	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.98	0	0	0	0	0	0	0	0	0	0	0	0
fig|82301.12.peg.99	0	0	0	0	0	0	0	0	0.66	0.25	0	0
